tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,original_language,is_franchise,budget,revenue,saga_position
tt0421729,movie,Big Momma's House 2,2006,99,"Comedy,Crime",4.8,49544,en,True,40000000.0,141522961.0,2.0
tt0422091,movie,Dhoom,2004,129,"Action,Adventure,Crime",6.7,24842,hi,True,1500000.0,12000000.0,1.0
tt0422093,movie,Diary of a Mad Black Woman,2005,116,"Comedy,Drama,Romance",5.8,17074,en,True,5500000.0,50652203.0,1.0
tt0422401,movie,Hatchet,2006,93,"Comedy,Horror,Thriller",5.7,36396,en,True,1500000.0,155873.0,1.0
tt0422774,movie,Are We Done Yet?,2007,92,"Comedy,Family",4.4,24096,en,True,0.0,58400000.0,2.0
tt0423294,movie,Surf's Up,2007,85,"Adventure,Animation,Comedy",6.7,103051,en,True,85000000.0,149000000.0,1.0
tt0424345,movie,Clerks II,2006,97,Comedy,7.3,144682,en,True,5000000.0,26986174.0,2.0
tt0424774,movie,The Adventures of Sharkboy and Lavagirl 3-D,2005,93,"Action,Adventure,Comedy",3.8,46736,en,True,50000000.0,72000000.0,1.0
tt0425379,movie,Pusher III,2005,108,"Crime,Drama,Thriller",7.3,21141,da,True,0.0,0.0,3.0
tt0425430,movie,The Messengers,2007,90,"Drama,Horror,Mystery",5.4,42833,en,True,16000000.0,55060212.0,1.0
tt0425601,movie,Trailer Park Boys: The Movie,2006,95,"Comedy,Crime",7.1,14200,en,True,5000000.0,3833507.0,2.0
tt0425637,movie,Red Cliff,2008,148,"Action,Adventure,Drama",7.3,50501,zh,True,80341000.0,250100000.0,1.0
tt0426459,movie,Feast,2005,95,"Action,Comedy,Horror",6.2,36191,en,True,3200000.0,658573.0,1.0
tt0427954,movie,The Protector,2005,83,"Action,Crime,Drama",7.0,40392,th,True,6000000.0,27165581.0,1.0
tt0428803,movie,March of the Penguins,2005,80,"Documentary,Family",7.5,62390,fr,True,8000000.0,127392693.0,1.0
tt0430912,movie,Basic Instinct 2,2006,114,"Drama,Mystery,Thriller",4.4,43854,en,True,70000000.0,38629478.0,2.0
tt0432021,movie,Resident Evil: Extinction,2007,94,"Action,Horror,Sci-Fi",6.2,216652,en,True,45000000.0,147717833.0,3.0
tt0432047,movie,Sarkar,2005,124,"Crime,Drama",7.6,18848,hi,True,1900000.0,5900000.0,1.0
tt0432348,movie,Saw II,2005,93,"Horror,Mystery",6.6,298119,en,True,4000000.0,152925093.0,2.0
tt0432637,movie,Krrish,2006,154,"Action,Sci-Fi",6.5,28535,hi,True,5000000.0,16000000.0,2.0
tt0433386,movie,The Grudge 2,2006,102,"Horror,Thriller",5.1,53734,en,True,20000000.0,39143839.0,2.0
tt0434008,movie,Election,2005,101,"Crime,Drama,Thriller",7.1,12433,cn,True,0.0,0.0,1.0
tt0435625,movie,The Descent,2005,99,"Adventure,Horror,Thriller",7.2,274168,en,True,3500000.0,57130027.0,1.0
tt0435680,movie,Kidulthood,2006,89,"Crime,Drama,Romance",6.7,20356,en,True,994000.0,165000.0,1.0
tt0435761,movie,Toy Story 3,2010,103,"Adventure,Animation,Comedy",8.3,978378,en,True,200000000.0,1067316101.0,3.0
tt0437179,movie,See No Evil,2006,84,"Action,Horror,Thriller",5.1,30901,en,True,8000000.0,18700000.0,1.0
tt0437857,movie,Behind the Mask: The Rise of Leslie Vernon,2006,92,"Comedy,Horror,Thriller",6.7,27217,en,True,0.0,69136.0,1.0
tt0437863,movie,The Benchwarmers,2006,85,"Comedy,Sport",5.6,58712,en,True,33000000.0,65000000.0,1.0
tt0438097,movie,Ice Age: The Meltdown,2006,91,"Adventure,Animation,Comedy",6.8,319535,en,True,80000000.0,660998756.0,2.0
tt0438488,movie,Terminator Salvation,2009,115,"Action,Adventure,Sci-Fi",6.5,393725,en,True,200000000.0,371353001.0,4.0
tt0440963,movie,The Bourne Ultimatum,2007,115,"Action,Mystery,Thriller",8.0,685524,en,True,70000000.0,442824138.0,3.0
tt0441048,movie,Dhoom 2,2006,152,"Action,Adventure,Crime",6.6,33120,hi,True,11000000.0,46396427.0,2.0
tt0441773,movie,Kung Fu Panda,2008,92,"Action,Adventure,Animation",7.6,583728,en,True,130000000.0,632091832.0,1.0
tt0443453,movie,Borat,2006,84,Comedy,7.4,479625,en,True,18000000.0,262552893.0,1.0
tt0443473,movie,The Condemned,2007,113,"Action,Crime,Thriller",6.0,56071,en,True,20000000.0,8600000.0,1.0
tt0443536,movie,Hoodwinked,2005,80,"Adventure,Animation,Comedy",6.5,72396,en,True,8000000.0,110000000.0,1.0
tt0443701,movie,The X Files: I Want to Believe,2008,104,"Adventure,Crime,Drama",5.9,96743,en,True,30000000.0,69363381.0,2.0
tt0448115,movie,Shazam!,2019,132,"Action,Adventure,Comedy",7.0,415102,en,True,80000000.0,367799011.0,1.0
tt0448694,movie,Puss in Boots,2011,90,"Action,Adventure,Animation",6.6,212523,en,True,130000000.0,554987477.0,1.0
tt0449086,movie,Dominion: Prequel to the Exorcist,2005,117,"Drama,Horror,Thriller",5.1,15015,en,True,30000000.0,251495.0,5.0
tt0449088,movie,Pirates of the Caribbean: At World's End,2007,169,"Action,Adventure,Fantasy",7.2,747031,en,True,300000000.0,961691209.0,3.0
tt0450278,movie,Hostel,2005,94,Horror,5.9,204991,en,True,4800000.0,81979826.0,1.0
tt0450314,movie,Punisher: War Zone,2008,103,"Action,Crime,Drama",5.9,71384,en,True,20500000.0,10089373.0,2.0
tt0451279,movie,Wonder Woman,2017,141,"Action,Adventure,Fantasy",7.3,737364,en,True,149000000.0,823970682.0,1.0
tt0452598,movie,Cheaper by the Dozen 2,2005,94,"Adventure,Comedy,Family",5.6,67242,en,True,60000000.0,129181830.0,2.0
tt0452608,movie,Death Race,2008,105,"Action,Sci-Fi,Thriller",6.4,228814,en,True,45000000.0,76000000.0,1.0
tt0452681,movie,The Santa Clause 3: The Escape Clause,2006,92,"Adventure,Comedy,Family",4.9,46776,en,True,12000000.0,84500122.0,3.0
tt0452702,movie,Vacancy,2007,85,"Horror,Thriller",6.2,113446,en,True,19000000.0,35300645.0,1.0
tt0453451,movie,Mr. Bean's Holiday,2007,90,"Comedy,Family",6.4,142456,en,True,25000000.0,232225908.0,2.0
tt0454841,movie,The Hills Have Eyes,2006,107,"Horror,Thriller",6.4,196400,en,True,15000000.0,69623713.0,1.0
tt0454848,movie,Inside Man,2006,129,"Crime,Drama,Mystery",7.6,426113,en,True,45000000.0,186003591.0,1.0
tt0454919,movie,Pulse,2006,90,"Horror,Sci-Fi,Thriller",4.7,32331,en,True,38000000.0,29907685.0,1.0
tt0455326,movie,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86,"Action,Adventure,Animation",6.7,14891,en,True,750000.0,5500000.0,1.0
tt0455362,movie,The Breed,2006,91,"Action,Comedy,Horror",5.1,15334,en,True,0.0,1675484.0,1.0
tt0455499,movie,Garfield: A Tail of Two Kitties,2006,82,"Adventure,Comedy,Family",5.0,51155,en,True,60000000.0,141700000.0,2.0
tt0455612,movie,Madea's Family Reunion,2006,107,"Comedy,Drama,Romance",5.4,12735,en,True,6000000.0,63368939.0,2.0
tt0455944,movie,The Equalizer,2014,132,"Action,Crime,Thriller",7.3,468349,en,True,55000000.0,192330738.0,1.0
tt0456144,movie,Lage Raho Munna Bhai,2006,144,"Comedy,Drama,Romance",8.0,53594,hi,True,1800000.0,31517561.0,2.0
tt0457297,movie,The Butterfly Effect 2,2006,92,"Drama,Sci-Fi,Thriller",4.5,38784,en,True,6000000.0,0.0,2.0
tt0458339,movie,Captain America: The First Avenger,2011,124,"Action,Adventure,Sci-Fi",6.9,971935,en,True,140000000.0,370569774.0,1.0
tt0458352,movie,The Devil Wears Prada,2006,109,"Comedy,Drama",7.0,559266,en,True,35000000.0,326588371.0,1.0
tt0458481,movie,Sin City: A Dame to Kill For,2014,102,"Action,Adventure,Crime",6.5,179168,en,True,65000000.0,39407616.0,2.0
tt0458525,movie,X-Men Origins: Wolverine,2009,107,"Action,Sci-Fi",6.5,569453,en,True,150000000.0,373062864.0,1.0
tt0460780,movie,In the Name of the King: A Dungeon Siege Tale,2007,127,"Action,Adventure,Fantasy",3.8,50602,en,True,60000000.0,13097915.0,1.0
tt0461770,movie,Enchanted,2007,107,"Adventure,Animation,Comedy",7.1,225722,en,True,85000000.0,340487652.0,1.0
tt0461936,movie,Don,2006,171,"Action,Crime,Thriller",7.2,44753,hi,True,5000000.0,15000000.0,1.0
tt0462244,movie,Daddy Day Camp,2007,93,"Comedy,Family",3.3,18930,en,True,6000000.0,18197398.0,2.0
tt0462499,movie,Rambo,2008,92,"Action,Thriller",7.0,257222,en,True,50000000.0,113200000.0,4.0
tt0462538,movie,The Simpsons Movie,2007,87,"Adventure,Animation,Comedy",7.3,364118,en,True,75000000.0,527068851.0,1.0
tt0462590,movie,Step Up,2006,104,"Crime,Drama,Music",6.5,134729,en,True,12000000.0,114197742.0,1.0
tt0463854,movie,28 Weeks Later,2007,100,"Horror,Sci-Fi",6.8,365349,en,True,15000000.0,72304846.0,2.0
tt0463872,movie,Asterix at the Olympic Games,2008,116,"Adventure,Comedy,Family",5.2,35165,fr,True,97250400.0,131856927.0,3.0
tt0463985,movie,The Fast and the Furious: Tokyo Drift,2006,104,"Action,Crime,Thriller",6.1,333878,en,True,85000000.0,158964610.0,3.0
tt0464154,movie,Piranha 3D,2010,88,"Comedy,Horror",5.5,102461,en,True,24000000.0,83188165.0,1.0
tt0464913,movie,"OSS 117: Cairo, Nest of Spies",2006,99,"Action,Adventure,Comedy",7.0,25413,fr,True,15200000.0,23055884.0,1.0
tt0465234,movie,National Treasure: Book of Secrets,2007,124,"Action,Adventure,Mystery",6.5,267988,en,True,130000000.0,459200000.0,2.0
tt0465494,movie,Hitman,2007,89,"Action,Crime,Thriller",6.2,187008,en,True,24000000.0,101276318.0,1.0
tt0468569,movie,The Dark Knight,2008,152,"Crime,Thriller",9.1,3184025,en,True,185000000.0,1004558444.0,2.0
tt0470055,movie,Open Water 2: Adrift,2006,94,"Adventure,Drama,Horror",5.2,21303,en,True,1200000.0,6816129.0,2.0
tt0470883,movie,Magic Carpet Ride,2005,106,"Comedy,Crime",7.4,37664,tr,True,0.0,14188490.0,1.0
tt0472181,movie,The Smurfs,2011,103,"Adventure,Animation,Comedy",5.4,105022,en,True,110000000.0,563749323.0,1.0
tt0472399,movie,The Mechanic,2011,93,"Action,Crime,Thriller",6.5,183395,en,True,40000000.0,51070807.0,1.0
tt0472458,movie,Dumplings,2004,91,"Drama,Horror",6.7,11242,cn,True,0.0,0.0,2.0
tt0473360,movie,Goal II: Living the Dream,2007,115,"Drama,Sport",5.8,35484,en,True,10000000.0,7864905.0,2.0
tt0475394,movie,Smokin' Aces,2006,109,"Action,Comedy,Crime",6.6,157958,en,True,17000000.0,57103895.0,1.0
tt0477347,movie,Night at the Museum,2006,108,"Adventure,Comedy,Family",6.5,412112,en,True,110000000.0,574480841.0,1.0
tt0478024,movie,Kill Zone,2005,93,"Action,Crime,Thriller",6.9,13970,cn,True,0.0,0.0,1.0
tt0478311,movie,Knocked Up,2007,129,"Comedy,Romance",6.9,400699,en,True,30000000.0,219900000.0,1.0
tt0478970,movie,Ant-Man,2015,117,"Action,Comedy,Sci-Fi",7.2,783725,en,True,130000000.0,519311965.0,1.0
tt0479143,movie,Rocky Balboa,2006,102,"Drama,Sport",7.1,243923,en,True,24000000.0,155929020.0,6.0
tt0479647,movie,Bon Cop Bad Cop,2006,117,"Action,Comedy,Crime",6.7,13665,fr,True,8000000.0,12671300.0,1.0
tt0479884,movie,Crank,2006,88,"Action,Crime,Thriller",6.9,278227,en,True,12000000.0,42900000.0,1.0
tt0479952,movie,Madagascar: Escape 2 Africa,2008,89,"Adventure,Animation,Comedy",6.7,272572,en,True,150000000.0,603900354.0,2.0
tt0480239,movie,Atlas Shrugged: Part I,2011,97,"Drama,Mystery,Sci-Fi",5.6,14818,en,True,20000000.0,4627375.0,1.0
tt0480249,movie,I Am Legend,2007,101,"Drama,Horror,Sci-Fi",7.2,881097,en,True,150000000.0,585410052.0,1.0
tt0480271,movie,Van Wilder: The Rise of Taj,2006,97,"Comedy,Romance",4.8,24764,en,True,0.0,6086508.0,2.0
tt0481499,movie,The Croods,2013,98,"Adventure,Animation,Comedy",7.1,252865,en,True,135000000.0,587204668.0,1.0
tt0481536,movie,Harold & Kumar Escape from Guantanamo Bay,2008,102,"Adventure,Comedy",6.5,146340,en,True,12000000.0,43493123.0,2.0
tt0482603,movie,Space Chimps,2008,81,"Adventure,Animation,Comedy",4.5,13422,en,True,37000000.0,64762724.0,1.0
tt0482606,movie,The Strangers,2008,86,"Horror,Mystery,Thriller",6.1,157923,en,True,9000000.0,83051676.0,1.0
tt0482629,movie,The Ultimate Gift,2006,114,"Drama,Family,Romance",7.3,23314,en,True,9000000.0,3438735.0,1.0
tt0485323,movie,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,105,"Action,Adventure,Animation",7.3,12962,ja,True,0.0,10197984.0,1.0
tt0486576,movie,Fantastic Four: Rise of the Silver Surfer,2007,92,"Action,Adventure,Fantasy",5.6,300136,en,True,130000000.0,301913131.0,2.0
tt0488798,movie,Welcome,2007,150,"Comedy,Crime,Drama",7.2,29866,hi,True,0.0,36500000.0,1.0
tt0489037,movie,Who Killed the Electric Car?,2006,92,Documentary,7.6,12937,en,True,1000000.0,1678874.0,1.0
tt0489270,movie,Saw III,2006,108,"Horror,Mystery,Thriller",6.2,229005,en,True,10000000.0,164874275.0,3.0
tt0492044,movie,The Haunting in Connecticut,2009,92,"Drama,Horror,Mystery",5.9,68140,en,True,10000000.0,77578320.0,1.0
tt0493264,movie,Valley of the Wolves: Iraq,2006,122,"Action,Drama,War",5.7,19523,tr,True,10000000.0,0.0,1.0
tt0493430,movie,Jackass Number Two,2006,92,"Action,Comedy,Documentary",7.0,83663,en,True,11000000.0,72778712.0,2.0
tt0495034,movie,Golmaal: Fun Unlimited,2006,150,"Action,Comedy,Drama",7.5,21724,hi,True,1800000.0,4900000.0,1.0
tt0496436,movie,White Noise 2: The Light,2007,99,"Drama,Fantasy,Horror",5.7,14264,en,True,0.0,0.0,2.0
tt0496806,movie,Ocean's Thirteen,2007,122,"Crime,Thriller",6.9,388183,en,True,85000000.0,311312624.0,3.0
tt0497116,movie,An Inconvenient Truth,2006,96,Documentary,7.4,87013,en,True,1000000.0,46243000.0,1.0
tt0498353,movie,Hostel: Part II,2007,94,Horror,5.5,102369,en,True,10200000.0,35728183.0,2.0
tt0498380,movie,Letters from Iwo Jima,2006,141,"Action,Adventure,Drama",7.8,177439,en,True,19000000.0,68673228.0,2.0
tt0498381,movie,Rings,2017,102,"Drama,Horror,Mystery",4.5,46003,en,True,25000000.0,83080890.0,3.0
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,2008,150,"Action,Adventure,Family",6.5,240155,en,True,225000000.0,419665568.0,2.0
tt0499487,movie,Goal! III,2009,96,"Drama,Romance,Sport",3.2,13726,en,True,10000000.0,7641.0,3.0
tt0499549,movie,Avatar,2009,162,"Action,Adventure,Fantasy",7.9,1504153,en,True,237000000.0,2923706026.0,1.0
tt0499554,movie,Reno 911!: Miami,2007,84,"Comedy,Crime",5.9,28750,en,True,10000000.0,20342161.0,1.0
tt0756683,movie,The Man from Earth,2007,87,"Drama,Fantasy,Mystery",7.8,219362,en,True,200000.0,0.0,1.0
tt0758730,movie,Aliens vs. Predator: Requiem,2007,94,"Action,Horror,Sci-Fi",4.6,147392,en,True,40000000.0,130290885.0,2.0
tt0758742,movie,Death Note,2006,126,"Crime,Drama,Fantasy",7.5,33422,ja,True,20000000.0,29667169.0,1.0
tt0770828,movie,Man of Steel,2013,143,"Action,Adventure,Sci-Fi",7.1,869948,en,True,225000000.0,668045518.0,1.0
tt0775539,movie,Stomp the Yard,2007,115,"Drama,Music,Romance",5.5,24278,en,True,13000000.0,75511123.0,1.0
tt0779982,movie,Black Sheep,2006,87,"Comedy,Horror,Sci-Fi",5.8,43649,en,True,0.0,5000000.0,1.0
tt0785035,movie,Ong Bak 2,2008,98,Action,6.2,33215,th,True,8500000.0,8936663.0,2.0
tt0790686,movie,Mirrors,2008,110,"Horror,Mystery",6.1,119649,en,True,35000000.0,72400000.0,1.0
tt0790724,movie,Jack Reacher,2012,130,"Action,Thriller",7.0,392964,en,True,60000000.0,218300000.0,1.0
tt0790736,movie,R.I.P.D.,2013,96,"Action,Adventure,Comedy",5.6,151907,en,True,130000000.0,61600000.0,1.0
tt0795421,movie,Mamma Mia!,2008,108,"Comedy,Musical,Romance",6.5,308057,en,True,52000000.0,609841637.0,1.0
tt0795434,movie,Namastey London,2007,128,"Comedy,Drama,Romance",7.1,24270,hi,True,0.0,0.0,1.0
tt0795461,movie,Scary Movie 5,2013,86,"Comedy,Horror",3.6,86043,en,True,20000000.0,78613981.0,5.0
tt0796366,movie,Star Trek,2009,127,"Action,Adventure,Sci-Fi",7.9,639312,en,True,150000000.0,386839614.0,1.0
tt0800069,movie,The Hills Have Eyes 2,2007,89,"Horror,Thriller",5.1,71513,en,True,15000000.0,37697773.0,2.0
tt0800320,movie,Clash of the Titans,2010,106,"Action,Adventure,Fantasy",5.8,305795,en,True,125000000.0,493214993.0,1.0
tt0800369,movie,Thor,2011,115,"Action,Fantasy",7.0,970073,en,True,150000000.0,449326618.0,1.0
tt0800956,movie,Life in a Metro,2007,132,"Comedy,Drama,Musical",7.4,15205,hi,True,1100000.0,2900000.0,1.0
tt0803061,movie,Red Dog,2011,92,"Biography,Comedy,Drama",7.3,21076,en,True,5.0,13.0,1.0
tt0804540,movie,Taxi 4,2007,91,"Action,Comedy,Crime",5.6,33222,fr,True,17500000.0,65114802.0,4.0
tt0805526,movie,Facing the Giants,2006,111,"Drama,Sport",6.5,19284,en,True,100000.0,10307987.0,2.0
tt0808151,movie,Angels & Demons,2009,138,"Mystery,Thriller",6.7,326684,en,True,150000000.0,485930816.0,2.0
tt0808240,movie,Turks in Space,2006,110,"Action,Comedy,Sci-Fi",1.6,17024,tr,True,5000000.0,0.0,2.0
tt0808276,movie,Cold Prey,2006,97,"Horror,Thriller",6.2,21181,no,True,0.0,0.0,1.0
tt0808339,movie,The Heir Apparent: Largo Winch,2008,108,"Action,Thriller",6.4,15640,fr,True,25400000.0,17100000.0,1.0
tt0808510,movie,Tooth Fairy,2010,101,"Comedy,Family,Fantasy",5.1,53545,en,True,48000000.0,112462508.0,1.0
tt0810827,movie,Death Note: The Last Name,2006,141,"Adventure,Crime,Drama",7.1,18542,ja,True,17000000.0,47919757.0,2.0
tt0811066,movie,Shootout at Lokhandwala,2007,122,"Action,Crime,Drama",7.1,11662,hi,True,11000000.0,12000000.0,1.0
tt0814255,movie,Percy Jackson & the Olympians: The Lightning Thief,2010,118,"Adventure,Family,Fantasy",5.9,216352,en,True,95000000.0,226497209.0,1.0
tt0816436,movie,Black Water,2007,90,"Adventure,Drama,Horror",5.8,17361,en,True,700000.0,1271556.0,1.0
tt0816711,movie,World War Z,2013,116,"Action,Adventure,Horror",7.0,787164,en,True,200000000.0,531865000.0,1.0
tt0822832,movie,Marley & Me,2008,115,"Drama,Family",7.0,176086,en,True,60000000.0,255700000.0,1.0
tt0830515,movie,Quantum of Solace,2008,106,"Action,Adventure,Mystery",6.5,499812,en,True,200000000.0,589593688.0,23.0
tt0831387,movie,Godzilla,2014,123,"Action,Adventure,Sci-Fi",6.4,465966,en,True,160000000.0,524978362.0,1.0
tt0834001,movie,Underworld: Rise of the Lycans,2009,92,"Action,Fantasy,Thriller",6.5,175512,en,True,35000000.0,92158961.0,3.0
tt0837106,movie,Arn: The Knight Templar,2007,139,"Action,Drama,Romance",6.6,24263,sv,True,25000000.0,0.0,1.0
tt0837562,movie,Hotel Transylvania,2012,91,"Animation,Comedy,Family",7.1,315965,en,True,85000000.0,358375603.0,1.0
tt0837563,movie,Pet Sematary,2019,100,"Horror,Mystery,Thriller",5.7,105813,en,True,21000000.0,113118226.0,1.0
tt0838221,movie,The Darjeeling Limited,2007,91,"Adventure,Comedy,Drama",7.2,236187,en,True,16000000.0,24377151.0,1.0
tt0838232,movie,The Pink Panther 2,2009,92,"Action,Adventure,Comedy",5.6,51978,en,True,70000000.0,75871032.0,2.0
tt0841044,movie,Two Days in Paris,2007,96,"Comedy,Drama,Romance",6.7,32692,en,True,0.0,19776159.0,1.0
tt0844471,movie,Cloudy with a Chance of Meatballs,2009,90,"Adventure,Animation,Comedy",6.9,286988,en,True,100000000.0,242988466.0,1.0
tt0844479,movie,The Collector,2009,90,"Horror,Thriller",6.3,79956,en,True,3400000.0,114000000.0,1.0
tt0844993,movie,Hoodwinked Too! Hood vs. Evil,2011,86,"Adventure,Animation,Comedy",4.7,14955,en,True,30000000.0,13500000.0,2.0
tt0845448,movie,Dhamaal,2007,136,"Action,Adventure,Comedy",7.6,22798,hi,True,2420000.0,12270000.0,1.0
tt0848228,movie,The Avengers,2012,143,"Action,Sci-Fi",8.0,1563976,en,True,220000000.0,1518815515.0,1.0
tt0848557,movie,Diary of the Dead,2007,95,"Fantasy,Horror,Sci-Fi",5.5,51197,en,True,2000000.0,5540941.0,1.0
tt0857190,movie,The Sweeney,2012,112,"Action,Crime,Drama",6.1,21181,en,True,3730500.0,6294161.0,4.0
tt0859163,movie,The Mummy: Tomb of the Dragon Emperor,2008,112,"Action,Adventure,Fantasy",5.2,180983,en,True,145000000.0,403449830.0,3.0
tt0859635,movie,Super Troopers 2,2018,99,"Comedy,Crime,Mystery",6.0,30197,en,True,13500000.0,31626386.0,2.0
tt0860906,movie,Evangelion: 2.0 You Can (Not) Advance,2009,108,"Action,Animation,Drama",7.9,28974,ja,True,10000000.0,44339362.0,2.0
tt0860907,movie,Evangelion: 3.0 You Can (Not) Redo,2012,96,"Action,Animation,Drama",6.9,22080,ja,True,13000000.0,67282623.0,3.0
tt0861739,movie,Elite Squad,2007,115,"Action,Crime,Drama",8.0,120028,pt,True,4000000.0,14759148.0,1.0
tt0875113,movie,99 Francs,2007,100,"Comedy,Drama",7.1,21785,fr,True,13442285.0,12500000.0,1.0
tt0890870,movie,Saw IV,2007,93,"Horror,Mystery,Thriller",5.9,177447,en,True,10000000.0,139352653.0,4.0
tt0892255,movie,Che: Part One,2008,134,"Biography,Drama,History",7.1,49867,en,True,58000000.0,0.0,1.0
tt0892769,movie,How to Train Your Dragon,2010,98,"Action,Adventure,Animation",8.1,899137,en,True,165000000.0,495141736.0,1.0
tt0892791,movie,Shrek Forever After,2010,93,"Adventure,Animation,Comedy",6.3,247207,en,True,165000000.0,752600867.0,4.0
tt0892899,movie,Outpost,2008,90,"Action,Horror,Sci-Fi",5.8,18627,en,True,0.0,0.0,1.0
tt0901507,movie,Rise of the Footsoldier,2007,119,"Action,Biography,Crime",6.7,22931,en,True,4000000.0,0.0,1.0
tt0902955,movie,At the Bar,2007,92,"Crime,Drama,Thriller",7.0,17211,tr,True,0.0,0.0,1.0
tt0903624,movie,The Hobbit: An Unexpected Journey,2012,169,"Adventure,Fantasy",7.8,930766,en,True,250000000.0,1021103568.0,1.0
tt0905372,movie,The Thing,2011,103,"Horror,Mystery,Sci-Fi",6.3,154987,en,True,35000000.0,31505287.0,2.0
tt0906108,movie,Why Did I Get Married?,2007,113,"Comedy,Drama,Romance",6.0,14928,en,True,15000000.0,55862886.0,1.0
tt0923811,movie,Evangelion: 1.0 You Are (Not) Alone,2007,98,"Action,Animation,Drama",7.5,31860,ja,True,7000000.0,20121073.0,1.0
tt0926084,movie,Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure,Family,Fantasy",7.7,667711,en,True,250000000.0,954305868.0,7.0
tt0936501,movie,Taken,2008,90,"Action,Crime,Thriller",7.7,674242,en,True,25000000.0,226830568.0,1.0
tt0938330,movie,Silent Hill: Revelation,2012,95,"Drama,Horror,Mystery",4.9,71976,en,True,20000000.0,55975672.0,2.0
tt0940656,movie,Arthur 3: The War of the Two Worlds,2010,101,"Adventure,Animation,Family",5.5,11693,fr,True,70200000.0,33885979.0,3.0
tt0940657,movie,Arthur and the Revenge of Maltazard,2009,107,"Adventure,Animation,Family",5.3,12561,fr,True,87000000.0,52377611.0,2.0
tt0948470,movie,The Amazing Spider-Man,2012,136,"Action,Sci-Fi",6.9,769798,en,True,215000000.0,758725893.0,1.0
tt0952640,movie,Alvin and the Chipmunks,2007,92,"Adventure,Animation,Comedy",5.3,106122,en,True,60000000.0,361366633.0,1.0
tt0960790,movie,Rabbit Without Ears,2007,116,"Comedy,Romance",6.5,19413,de,True,0.0,81303447.0,1.0
tt0961722,movie,Cabin Fever 2: Spring Fever,2009,86,Horror,4.3,16384,en,True,5000000.0,0.0,2.0
tt0962726,movie,High School Musical 3: Senior Year,2008,112,"Comedy,Drama,Family",5.1,72883,en,True,11000000.0,252909177.0,3.0
tt0964587,movie,St. Trinian's,2007,97,"Comedy,Family",5.8,25016,en,True,14000000.0,29066483.0,1.0
tt0970866,movie,Little Fockers,2010,98,"Comedy,Romance",5.5,126677,en,True,100000000.0,310650585.0,3.0
tt0980970,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,"Adventure,Family,Fantasy",6.3,178194,en,True,155000000.0,415686217.0,3.0
tt0985694,movie,Machete,2010,105,"Action,Crime,Thriller",6.6,209849,en,True,10500000.0,45491656.0,1.0
tt0986264,movie,Like Stars on Earth,2007,162,"Drama,Family",8.3,233715,hi,True,2600000.0,28430000.0,1.0
tt0988045,movie,Sherlock Holmes,2009,128,"Action,Adventure,Mystery",7.5,708109,en,True,90000000.0,524028679.0,1.0
tt0991346,movie,Bhoothnath,2008,150,"Comedy,Drama,Family",6.5,13267,hi,True,0.0,0.0,1.0
tt0992911,movie,Flash Point,2007,88,"Action,Crime,Thriller",6.7,14605,cn,True,8000000.0,6177725.0,2.0
tt0993840,movie,Army of the Dead,2021,148,"Action,Adventure,Crime",5.8,201569,en,True,90000000.0,190700000.0,1.0
tt0995031,movie,Bhool Bhulaiyaa,2007,159,"Comedy,Horror,Mystery",7.5,38972,hi,True,3800000.0,9900000.0,1.0
tt1000774,movie,Sex and the City,2008,145,"Comedy,Drama,Romance",5.7,133621,en,True,65000000.0,418800000.0,1.0
tt1001526,movie,Megamind,2010,95,"Action,Adventure,Animation",7.3,327415,en,True,130000000.0,321885765.0,1.0
tt1013752,movie,Fast & Furious,2009,107,"Action,Thriller",6.5,336998,en,True,85000000.0,363164265.0,4.0
tt1014672,movie,Bheja Fry,2007,95,"Comedy,Drama",7.6,12745,hi,True,0.0,0.0,1.0
tt1014759,movie,Alice in Wonderland,2010,108,"Adventure,Family,Fantasy",6.4,469325,en,True,200000000.0,1025467110.0,1.0
tt1014775,movie,Beverly Hills Chihuahua,2008,91,"Adventure,Comedy,Drama",4.0,27598,en,True,20000000.0,149281606.0,1.0
tt10151854,movie,Shazam! Fury of the Gods,2023,130,"Action,Adventure,Comedy",5.9,146326,en,True,110000000.0,134221819.0,2.0
tt10160976,movie,The Nun II,2023,110,"Horror,Mystery,Thriller",5.6,82480,en,True,38500000.0,269670590.0,2.0
tt10172266,movie,"Red, White & Royal Blue",2023,118,"Comedy,Romance",7.0,66210,en,True,20000000.0,0.0,1.0
tt1017456,movie,Race,2008,149,"Action,Crime,Drama",6.7,17325,hi,True,0.0,0.0,1.0
tt1018785,movie,The Sisterhood of the Traveling Pants 2,2008,119,"Comedy,Drama,Romance",6.2,32012,en,True,27000000.0,44352417.0,2.0
tt1023111,movie,Never Back Down,2008,113,"Action,Drama,Sport",6.6,111753,en,True,20000000.0,41627431.0,1.0
tt1023481,movie,Step Up 2: The Streets,2008,98,"Drama,Music,Romance",6.2,91241,en,True,23000000.0,150988382.0,2.0
